PERMNO,date,RET
35554,2017-01-18,0.012837
35554,2017-01-19,0.004591
35554,2017-01-20,0.010814
35554,2017-01-23,-0.006941
35554,2017-01-24,0.023406
35554,2017-01-25,0.016354
35554,2017-01-26,0.008816
35554,2017-01-27,0.002506
35554,2017-01-30,-0.004816
35554,2017-01-31,-0.004165
35554,2017-02-01,0.000923
35554,2017-02-02,-0.003749
35554,2017-02-03,0.01098
35554,2017-02-06,-0.002685
35554,2017-02-07,-0.005812
35554,2017-02-08,0.001846
35554,2017-02-09,0.010319
35554,2017-02-10,0.005046
35554,2017-02-13,0.009013
35554,2017-02-14,0.008513
35554,2017-02-15,0.00541
35554,2017-02-16,-0.009165
35554,2017-02-17,0.001969
35554,2017-02-21,0.000119
35554,2017-02-22,0.000596
35554,2017-02-23,0.010415
35554,2017-02-24,-0.006538
35554,2017-02-27,-0.004269
35554,2017-02-28,-0.005835
35554,2017-03-01,0.031383
35554,2017-03-02,-0.025202
35554,2017-03-03,0.005326
35554,2017-03-06,-0.00619
35554,2017-03-07,-0.001437
35554,2017-03-08,-0.00042
35554,2017-03-09,-0.00078
35554,2017-03-10,-0.002042
35554,2017-03-13,-0.004272
35554,2017-03-14,0.002901
35554,2017-03-15,-0.013317
35554,2017-03-16,0.004519
35554,2017-03-17,-0.014591
35554,2017-03-20,-0.007095
35554,2017-03-21,-0.036597
35554,2017-03-22,-0.00187
35554,2017-03-23,0.001357
35554,2017-03-24,0
35554,2017-03-27,-0.005162
35554,2017-03-28,0.012259
35554,2017-03-29,-0.010445
35554,2017-03-30,0.014311
35554,2017-03-31,-0.012194
35554,2017-04-03,-0.001551
35554,2017-04-04,-0.001942
35554,2017-04-05,-0.011739
35554,2017-04-06,0.006497
35554,2017-04-07,-0.002282
35554,2017-04-10,-0.009607
35554,2017-04-11,-0.000462
35554,2017-04-12,-0.010958
35554,2017-04-13,-0.012615
35554,2017-04-17,0.039073
35554,2017-04-18,-0.012101
35554,2017-04-19,-0.002437
35554,2017-04-20,0.018484
35554,2017-04-21,-0.002398
35554,2017-04-24,0.019882
35554,2017-04-25,0.004842
35554,2017-04-26,0.006086
35554,2017-04-27,-0.010965
35554,2017-04-28,-0.009812
35554,2017-05-01,0.009974
35554,2017-05-02,-0.001019
35554,2017-05-03,0.015944
35554,2017-05-04,-0.001318
35554,2017-05-05,-0.001006
35554,2017-05-08,0.006103
35554,2017-05-09,-0.00369
35554,2017-05-10,-0.000063
35554,2017-05-11,-0.005461
35554,2017-05-12,-0.003913
35554,2017-05-15,0.017299
35554,2017-05-16,0.011399
35554,2017-05-17,-0.035967
35554,2017-05-18,0.003514
35554,2017-05-19,0.001401
35554,2017-05-22,0.009218
35554,2017-05-23,0.016063
35554,2017-05-24,-0.005518
35554,2017-05-25,0.004925
35554,2017-05-26,-0.006203
35554,2017-05-30,-0.008614
35554,2017-05-31,-0.010122
35554,2017-06-01,0.014252
35554,2017-06-02,-0.006994
35554,2017-06-05,-0.002602
35554,2017-06-06,-0.008334
35554,2017-06-07,0.005453
35554,2017-06-08,0.015059
35554,2017-06-09,0.026905
35554,2017-06-12,-0.005632
35554,2017-06-13,0.001477
35554,2017-06-14,-0.000799
35554,2017-06-15,-0.006398
35554,2017-06-16,0.000991
35554,2017-06-19,0.006124
35554,2017-06-20,-0.005287
35554,2017-06-21,-0.004759
35554,2017-06-22,-0.009563
35554,2017-06-23,-0.010346
35554,2017-06-26,0.006145
35554,2017-06-27,0.002204
35554,2017-06-28,0.015645
35554,2017-06-29,-0.002908
35554,2017-06-30,0.004777
35554,2017-07-03,0.014572
35554,2017-07-05,0.000791
35554,2017-07-06,-0.005169
35554,2017-07-07,0.009292
35554,2017-07-10,-0.004542
35554,2017-07-11,0.004928
35554,2017-07-12,0.000424
35554,2017-07-13,0.007867
35554,2017-07-14,-0.004623
35554,2017-07-17,0.001327
35554,2017-07-18,-0.003073
35554,2017-07-19,-0.018129
35554,2017-07-20,-0.013171
35554,2017-07-21,-0.013908
35554,2017-07-24,0.014104
35554,2017-07-25,0.007235
35554,2017-07-26,-0.021796
35554,2017-07-27,0.00652
35554,2017-07-28,0.009936
35554,2017-07-31,0.015941
35554,2017-08-01,0.009255
35554,2017-08-02,0.001579
35554,2017-08-03,-0.006852
35554,2017-08-04,-0.001282
35554,2017-08-07,0.000244
35554,2017-08-08,0.004584
35554,2017-08-09,-0.008335
35554,2017-08-10,-0.026258
35554,2017-08-11,-0.013357
35554,2017-08-14,0.0159
35554,2017-08-15,-0.003709
35554,2017-08-16,0.000631
35554,2017-08-17,-0.029824
35554,2017-08-18,-0.00286
35554,2017-08-21,-0.006126
35554,2017-08-22,0.007279
35554,2017-08-23,-0.002539
35554,2017-08-24,-0.00248
35554,2017-08-25,0.006347
35554,2017-08-28,-0.011704
35554,2017-08-29,-0.012303
35554,2017-08-30,-0.0006
35554,2017-08-31,-0.009579
35554,2017-09-01,0.00771
35554,2017-09-05,-0.023826
35554,2017-09-06,-0.001994
35554,2017-09-07,-0.018531
35554,2017-09-08,0.01123
35554,2017-09-11,0.017006
35554,2017-09-12,0.017063
35554,2017-09-13,0.009932
35554,2017-09-14,-0.003854
35554,2017-09-15,0.000467
35554,2017-09-18,0.011201
35554,2017-09-19,0.006857
35554,2017-09-20,0.012114
35554,2017-09-21,-0.000906
35554,2017-09-22,-0.003885
35554,2017-09-25,0.005786
35554,2017-09-26,0.004718
35554,2017-09-27,0.01589
35554,2017-09-28,0.008296
35554,2017-09-29,0.011431
35554,2017-10-02,0.002173
35554,2017-10-03,-0.000496
35554,2017-10-04,-0.003844
35554,2017-10-05,0.005476
35554,2017-10-06,0.003156
35554,2017-10-09,-0.005615
35554,2017-10-10,0.012347
35554,2017-10-11,-0.000061
35554,2017-10-12,-0.001961
35554,2017-10-13,0.002334
35554,2017-10-16,0.006188
35554,2017-10-17,-0.000487
35554,2017-10-18,-0.021445
35554,2017-10-19,0.01021
35554,2017-10-20,0.018119
35554,2017-10-23,-0.001574
35554,2017-10-24,0.004911
35554,2017-10-25,0.000302
35554,2017-10-26,0.010856
35554,2017-10-27,0.001313
35554,2017-10-30,-0.005482
35554,2017-10-31,-0.000779
35554,2017-11-01,0.003058
35554,2017-11-02,0.010462
35554,2017-11-03,-0.001597
35554,2017-11-06,-0.000296
35554,2017-11-07,-0.034556
35554,2017-11-08,-0.010253
35554,2017-11-09,-0.016128
35554,2017-11-10,-0.00952
35554,2017-11-13,0.014895
35554,2017-11-14,0.007965
35554,2017-11-15,0.003173
35554,2017-11-16,-0.008374
35554,2017-11-17,0.004379
35554,2017-11-20,0.006477
35554,2017-11-21,-0.008787
35554,2017-11-22,-0.001686
35554,2017-11-24,-0.004877
35554,2017-11-27,0.002262
35554,2017-11-28,0.030345
35554,2017-11-29,0.029025
35554,2017-11-30,0.003489
35554,2017-12-01,0.003078
35554,2017-12-04,0.016404
35554,2017-12-05,-0.010566
35554,2017-12-06,-0.005398
35554,2017-12-07,0.009203
35554,2017-12-08,0.0038
35554,2017-12-11,-0.007046
35554,2017-12-12,0.011612
35554,2017-12-13,-0.008522
35554,2017-12-14,-0.011578
35554,2017-12-15,0.011003
35554,2017-12-18,0.01732
35554,2017-12-19,0.00023
35554,2017-12-20,-0.007878
35554,2017-12-21,0.006144
35554,2017-12-22,-0.002996
35554,2017-12-26,-0.00624
35554,2017-12-27,-0.002442
35554,2017-12-28,0.004196
35554,2017-12-29,-0.007545
34746,2014-01-02,-0.007608
34746,2014-01-03,0.002396
34746,2014-01-06,0.001434
34746,2014-01-07,0.00358
34746,2014-01-08,0.004994
34746,2014-01-09,0.008992
34746,2014-01-10,0.00985
34746,2014-01-13,-0.013005
34746,2014-01-14,0.005176
34746,2014-01-15,0.009831
34746,2014-01-16,-0.009272
34746,2014-01-17,0.008423
34746,2014-01-21,0.012529
34746,2014-01-22,0.004583
34746,2014-01-23,-0.018248
34746,2014-01-24,-0.009294
34746,2014-01-27,-0.008912
34746,2014-01-28,0.008045
34746,2014-01-29,-0.016432
34746,2014-01-30,0.013842
34746,2014-01-31,-0.010358
34746,2014-02-03,-0.024738
34746,2014-02-04,0.00439
34746,2014-02-05,0.002914
34746,2014-02-06,0.020823
34746,2014-02-07,0.000949
34746,2014-02-10,0.008057
34746,2014-02-11,0.004701
34746,2014-02-12,-0.000468
34746,2014-02-13,0.008427
34746,2014-02-14,0.004178
34746,2014-02-18,0.001387
34746,2014-02-19,-0.016159
34746,2014-02-20,0.001408
34746,2014-02-21,0.004686
34746,2014-02-24,0.007929
34746,2014-02-25,0
34746,2014-02-26,0.002314
34746,2014-02-27,0.00277
34746,2014-02-28,-0.001151
34746,2014-03-03,-0.008066
34746,2014-03-04,0.020446
34746,2014-03-05,0.010929
34746,2014-03-06,0.004504
34746,2014-03-07,0.014798
34746,2014-03-10,0.003093
34746,2014-03-11,-0.00837
34746,2014-03-12,0.000889
34746,2014-03-13,-0.004439
34746,2014-03-14,-0.004012
34746,2014-03-17,0.011638
34746,2014-03-18,0.007965
34746,2014-03-19,0.002195
34746,2014-03-20,0.023215
34746,2014-03-21,0.001284
34746,2014-03-24,-0.000428
34746,2014-03-25,-0.001711
34746,2014-03-26,-0.003428
34746,2014-03-27,-0.025365
34746,2014-03-28,0.007539
34746,2014-03-31,0.010343
34746,2014-04-01,0.005445
34746,2014-04-02,-0.000867
34746,2014-04-03,0.005638
34746,2014-04-04,-0.011643
34746,2014-04-07,-0.017888
34746,2014-04-08,-0.002665
34746,2014-04-09,0.007127
34746,2014-04-10,-0.035825
34746,2014-04-11,-0.011009
34746,2014-04-14,0.001855
34746,2014-04-15,0.001389
34746,2014-04-16,0.010171
34746,2014-04-17,-0.04119
34746,2014-04-21,-0.010979
34746,2014-04-22,0.013514
34746,2014-04-23,0.007143
34746,2014-04-24,-0.005674
34746,2014-04-25,-0.013314
34746,2014-04-28,-0.011566
34746,2014-04-29,-0.001463
34746,2014-04-30,0.006348
34746,2014-05-01,-0.012615
34746,2014-05-02,0.010074
34746,2014-05-05,0.001703
34746,2014-05-06,-0.015056
34746,2014-05-07,0.021203
34746,2014-05-08,-0.005311
34746,2014-05-09,-0.002427
34746,2014-05-12,0.016058
34746,2014-05-13,-0.003831
34746,2014-05-14,-0.015865
34746,2014-05-15,-0.015144
34746,2014-05-16,-0.006448
34746,2014-05-19,0.008487
34746,2014-05-20,-0.006931
34746,2014-05-21,0.015454
34746,2014-05-22,0.001964
34746,2014-05-23,0.006369
34746,2014-05-27,0.00779
34746,2014-05-28,-0.004831
34746,2014-05-29,-0.002427
34746,2014-05-30,0.006813
34746,2014-06-02,0.012566
34746,2014-06-03,0.011456
34746,2014-06-04,-0.004719
34746,2014-06-05,0.004742
34746,2014-06-06,0.006607
34746,2014-06-09,0.014299
34746,2014-06-10,-0.004391
34746,2014-06-11,-0.004643
34746,2014-06-12,-0.006996
34746,2014-06-13,0.003758
34746,2014-06-16,-0.012167
34746,2014-06-17,0.017527
34746,2014-06-18,0.000466
34746,2014-06-19,0.000931
34746,2014-06-20,0.003719
34746,2014-06-23,-0.002779
34746,2014-06-24,-0.003251
34746,2014-06-25,-0.000466
34746,2014-06-26,-0.001399
34746,2014-06-27,-0.001409
34746,2014-06-30,0.004233
34746,2014-07-01,0.008665
34746,2014-07-02,-0.005805
34746,2014-07-03,0.010276
34746,2014-07-07,-0.002774
34746,2014-07-08,-0.00751
34746,2014-07-09,0.004998
34746,2014-07-10,-0.013711
34746,2014-07-11,0.009896
34746,2014-07-14,-0.0014
34746,2014-07-15,0.016355
34746,2014-07-16,-0.009195
34746,2014-07-17,-0.058933
34746,2014-07-18,0.008383
34746,2014-07-21,0.003912
34746,2014-07-22,0.008281
34746,2014-07-23,0.001932
34746,2014-07-24,0.016634
34746,2014-07-25,0.004506
34746,2014-07-28,-0.014164
34746,2014-07-29,-0.006705
34746,2014-07-30,0.002411
34746,2014-07-31,-0.014911
34746,2014-08-01,-0.023437
34746,2014-08-04,-0.0015
34746,2014-08-05,-0.015523
34746,2014-08-06,0.000763
34746,2014-08-07,-0.007878
34746,2014-08-08,0.007684
34746,2014-08-11,-0.003559
34746,2014-08-12,-0.00051
34746,2014-08-13,0.003063
34746,2014-08-14,0.008142
34746,2014-08-15,-0.004038
34746,2014-08-18,0.014698
34746,2014-08-19,-0.002747
34746,2014-08-20,0.006762
34746,2014-08-21,0.007463
34746,2014-08-22,0.003457
34746,2014-08-25,0.005906
34746,2014-08-26,-0.000978
34746,2014-08-27,-0.006366
34746,2014-08-28,-0.000986
34746,2014-08-29,0.00666
34746,2014-09-02,0.005146
34746,2014-09-03,-0.004876
34746,2014-09-04,0.00049
34746,2014-09-05,-0.002449
34746,2014-09-08,-0.000982
34746,2014-09-09,-0.00688
34746,2014-09-10,0.011875
34746,2014-09-11,0.001956
34746,2014-09-12,0.007565
34746,2014-09-15,-0.00557
34746,2014-09-16,0.001948
34746,2014-09-17,0.008264
34746,2014-09-18,0.013018
34746,2014-09-19,-0.004284
34746,2014-09-22,-0.006214
34746,2014-09-23,-0.012506
34746,2014-09-24,0.002923
34746,2014-09-25,-0.013842
34746,2014-09-26,0.005664
34746,2014-09-29,-0.008625
34746,2014-09-30,-0.004723
34746,2014-10-01,-0.011239
34746,2014-10-02,-0.000253
34746,2014-10-03,0.013138
34746,2014-10-06,-0.006484
34746,2014-10-07,-0.013052
34746,2014-10-08,0.02238
34746,2014-10-09,-0.023881
34746,2014-10-10,-0.009684
34746,2014-10-13,-0.009521
34746,2014-10-14,0
34746,2014-10-15,-0.034554
34746,2014-10-16,-0.04521
34746,2014-10-17,0.021984
34746,2014-10-20,0.012135
34746,2014-10-21,0.028338
34746,2014-10-22,-0.00212
34746,2014-10-23,0.007966
34746,2014-10-24,0.007376
34746,2014-10-27,0.001569
34746,2014-10-28,0.019321
34746,2014-10-29,0.009221
34746,2014-10-30,0.001523
34746,2014-10-31,0.013178
34746,2014-11-03,-0.001501
34746,2014-11-04,-0.007515
34746,2014-11-05,0.018677
34746,2014-11-06,0.005946
34746,2014-11-07,-0.00936
34746,2014-11-10,0.003481
34746,2014-11-11,0.002973
34746,2014-11-12,0.006917
34746,2014-11-13,-0.003435
34746,2014-11-14,-0.007386
34746,2014-11-17,0.000248
34746,2014-11-18,0.00124
34746,2014-11-19,-0.008915
34746,2014-11-20,0.007746
34746,2014-11-21,-0.001736
34746,2014-11-24,0.010929
34746,2014-11-25,-0.006388
34746,2014-11-26,0.003462
34746,2014-11-28,-0.008379
34746,2014-12-01,-0.01839
34746,2014-12-02,0.008608
34746,2014-12-03,0.008032
34746,2014-12-04,0.003984
34746,2014-12-05,0.023313
34746,2014-12-08,0.001454
34746,2014-12-09,0.001452
34746,2014-12-10,-0.032383
34746,2014-12-11,0.001998
34746,2014-12-12,-0.015952
34746,2014-12-15,-0.014691
34746,2014-12-16,-0.007198
34746,2014-12-17,0.015018
34746,2014-12-18,0.025
34746,2014-12-19,-0.000996
34746,2014-12-22,0.003986
34746,2014-12-23,0.02134
34746,2014-12-24,0.000486
34746,2014-12-26,0
34746,2014-12-29,0.006314
34746,2014-12-30,0.004128
34746,2014-12-31,-0.01451
34746,2015-01-02,-0.008098
34746,2015-01-05,-0.030183
34746,2015-01-06,-0.040306
34746,2015-01-07,0.011164
34746,2015-01-08,0.022608
34746,2015-01-09,-0.026735
34746,2015-01-12,-0.01532
34746,2015-01-13,-0.006974
34746,2015-01-14,-0.016208
34746,2015-01-15,-0.010434
34746,2015-01-16,0.015538
34746,2015-01-20,-0.012022
34746,2015-01-21,-0.03042
34746,2015-01-22,0.021677
34746,2015-01-23,-0.0134
34746,2015-01-26,0.014714
34746,2015-01-27,-0.01478
34746,2015-01-28,-0.025191
34746,2015-01-29,0.013937
34746,2015-01-30,-0.009164
34746,2015-02-02,0.033526
34746,2015-02-03,0.020694
34746,2015-02-04,0.005479
34746,2015-02-05,0.015259
34746,2015-02-06,0.013956
34746,2015-02-09,-0.005294
34746,2015-02-10,0.003193
34746,2015-02-11,-0.003714
34746,2015-02-12,0.021832
34746,2015-02-13,0.003648
34746,2015-02-17,0.010903
34746,2015-02-18,-0.018233
34746,2015-02-19,0.004447
34746,2015-02-20,0.009896
34746,2015-02-23,-0.005157
34746,2015-02-24,0.005184
34746,2015-02-25,0.000516
34746,2015-02-26,0.002062
34746,2015-02-27,-0.004115
34746,2015-03-02,0.007748
34746,2015-03-03,-0.001025
34746,2015-03-04,-0.010775
34746,2015-03-05,0.001556
34746,2015-03-06,0.00725
34746,2015-03-09,0.000771
34746,2015-03-10,-0.020036
34746,2015-03-11,-0.002883
34746,2015-03-12,0.011567
34746,2015-03-13,-0.008316
34746,2015-03-16,0.00891
34746,2015-03-17,0
34746,2015-03-18,0.00026
34746,2015-03-19,-0.001818
34746,2015-03-20,0.013528
34746,2015-03-23,-0.009754
34746,2015-03-24,-0.005702
34746,2015-03-25,-0.01903
34746,2015-03-26,0.014616
34746,2015-03-27,-0.002619
34746,2015-03-30,0.007932
34746,2015-03-31,-0.011018
34746,2015-04-01,0.003448
34746,2015-04-02,0.003436
34746,2015-04-06,0
34746,2015-04-07,0.011064
34746,2015-04-08,-0.00469
34746,2015-04-09,0.005236
34746,2015-04-10,-0.007813
34746,2015-04-13,0.008399
34746,2015-04-14,-0.010411
34746,2015-04-15,0.008417
34746,2015-04-16,0.005738
34746,2015-04-17,-0.01945
34746,2015-04-20,0.004496
34746,2015-04-21,0.022117
34746,2015-04-22,0.017517
34746,2015-04-23,-0.002532
34746,2015-04-24,-0.008122
34746,2015-04-27,0.005629
34746,2015-04-28,0.008651
34746,2015-04-29,0.013118
34746,2015-04-30,-0.003984
34746,2015-05-01,0.012
34746,2015-05-04,0.009881
34746,2015-05-05,-0.004403
34746,2015-05-06,-0.011794
34746,2015-05-07,-0.006713
34746,2015-05-08,0.011765
34746,2015-05-11,0.005443
34746,2015-05-12,-0.001968
34746,2015-05-13,0.010355
34746,2015-05-14,0.006589
34746,2015-05-15,-0.012848
34746,2015-05-18,0.007859
34746,2015-05-19,0.020468
34746,2015-05-20,-0.022445
34746,2015-05-21,-0.000244
34746,2015-05-22,0.002199
34746,2015-05-26,-0.004388
34746,2015-05-27,0.009305
34746,2015-05-28,-0.00097
34746,2015-05-29,-0.016999
34746,2015-06-01,-0.008646
34746,2015-06-02,0.01221
34746,2015-06-03,0.012802
34746,2015-06-04,-0.011181
34746,2015-06-05,0.024582
34746,2015-06-08,-0.001919
34746,2015-06-09,0.009135
34746,2015-06-10,0.014293
34746,2015-06-11,-0.006106
34746,2015-06-12,0.000473
34746,2015-06-15,-0.001417
34746,2015-06-16,0.004021
34746,2015-06-17,-0.012485
34746,2015-06-18,0.008111
34746,2015-06-19,-0.004259
34746,2015-06-22,0.028042
34746,2015-06-23,0.002774
34746,2015-06-24,-0.007838
34746,2015-06-25,-0.005112
34746,2015-06-26,-0.000467
34746,2015-06-29,-0.024448
34746,2015-06-30,0.003373
34746,2015-07-01,0.01537
34746,2015-07-02,-0.009934
34746,2015-07-06,0.003344
34746,2015-07-07,-0.01381
34746,2015-07-08,-0.012071
34746,2015-07-09,0.009775
34746,2015-07-10,0.011375
34746,2015-07-13,0.009332
34746,2015-07-14,0.002371
34746,2015-07-15,0.005676
34746,2015-07-16,0.004468
34746,2015-07-17,-0.010536
34746,2015-07-20,0.007099
34746,2015-07-21,0.011278
34746,2015-07-22,0.003253
34746,2015-07-23,-0.013432
34746,2015-07-24,-0.007512
34746,2015-07-27,-0.013718
34746,2015-07-28,0.002398
34746,2015-07-29,0.010048
34746,2015-07-30,0.001895
34746,2015-07-31,-0.003783
34746,2015-08-03,0.000237
34746,2015-08-04,0.004033
34746,2015-08-05,0.008979
34746,2015-08-06,-0.005621
34746,2015-08-07,-0.004239
34746,2015-08-10,0.026963
34746,2015-08-11,-0.024873
34746,2015-08-12,-0.023146
34746,2015-08-13,0.007737
34746,2015-08-14,0.012956
34746,2015-08-17,0.000947
34746,2015-08-18,0.00142
34746,2015-08-19,-0.008034
34746,2015-08-20,-0.02525
34746,2015-08-21,-0.032014
34746,2015-08-24,-0.056299
34746,2015-08-25,-0.024612
34746,2015-08-26,0.052661
34746,2015-08-27,0.039083
34746,2015-08-28,0.001504
34746,2015-08-31,-0.002504
34746,2015-09-01,-0.041667
34746,2015-09-02,0.013096
34746,2015-09-03,0.008273
34746,2015-09-04,-0.014359
34746,2015-09-08,0.030697
34746,2015-09-09,-0.007067
34746,2015-09-10,0.005592
34746,2015-09-11,-0.000506
34746,2015-09-14,0.003541
34746,2015-09-15,0.010081
34746,2015-09-16,0.003493
34746,2015-09-17,-0.035306
34746,2015-09-18,-0.025258
34746,2015-09-21,0.014278
34746,2015-09-22,-0.017205
34746,2015-09-23,-0.002653
34746,2015-09-24,0.002128
34746,2015-09-25,0.022293
34746,2015-09-28,-0.027518
34746,2015-09-29,0.002688
34746,2015-09-30,0.013941
34746,2015-10-01,0.003173
34746,2015-10-02,-0.015287
34746,2015-10-05,0.02409
34746,2015-10-06,-0.009409
34746,2015-10-07,0.004749
34746,2015-10-08,0.005777
34746,2015-10-09,-0.009399
34746,2015-10-12,0.001054
34746,2015-10-13,-0.008952
34746,2015-10-14,-0.014878
34746,2015-10-15,0.026969
34746,2015-10-16,-0.002101
34746,2015-10-19,0.001053
34746,2015-10-20,-0.00999
34746,2015-10-21,-0.029209
34746,2015-10-22,0.023523
34746,2015-10-23,0.021379
34746,2015-10-26,-0.008373
34746,2015-10-27,-0.010554
34746,2015-10-28,0.048533
34746,2015-10-29,-0.009664
34746,2015-10-30,-0.021572
34746,2015-11-02,0.026247
34746,2015-11-03,-0.001023
34746,2015-11-04,-0.00256
34746,2015-11-05,0.017454
34746,2015-11-06,0.033804
34746,2015-11-09,-0.003904
34746,2015-11-10,0.010779
34746,2015-11-11,-0.010664
34746,2015-11-12,-0.017148
34746,2015-11-13,-0.018445
34746,2015-11-16,0.004571
34746,2015-11-17,0.003033
34746,2015-11-18,0.02621
34746,2015-11-19,0.002947
34746,2015-11-20,-0.007835
34746,2015-11-23,0.008885
34746,2015-11-24,0.003425
34746,2015-11-25,0.000975
34746,2015-11-27,0.005358
34746,2015-11-30,0.001454
34746,2015-12-01,0.016933
34746,2015-12-02,-0.012845
34746,2015-12-03,-0.013253
34746,2015-12-04,0.028571
34746,2015-12-07,-0.01282
34746,2015-12-08,-0.036556
34746,2015-12-09,-0.01348
34746,2015-12-10,0.015435
34746,2015-12-11,-0.017693
34746,2015-12-14,0.007103
34746,2015-12-15,0.033753
34746,2015-12-16,0.015107
34746,2015-12-17,-0.026164
34746,2015-12-18,-0.027114
34746,2015-12-21,0.006334
34746,2015-12-22,0.01007
34746,2015-12-23,0.01994
34746,2015-12-24,0.002933
34746,2015-12-28,-0.003411
34746,2015-12-29,0.007824
34746,2015-12-30,-0.01123
34746,2015-12-31,-0.007407
34746,2016-01-04,-0.027363
34746,2016-01-05,0.003069
34746,2016-01-06,-0.014788
34746,2016-01-07,-0.031574
34746,2016-01-08,-0.01737
34746,2016-01-11,-0.011694
34746,2016-01-12,0.005504
34746,2016-01-13,-0.05145
34746,2016-01-14,0.018465
34746,2016-01-15,-0.030028
34746,2016-01-19,-0.014019
34746,2016-01-20,-0.020735
34746,2016-01-21,-0.048397
34746,2016-01-22,0.01335
34746,2016-01-25,-0.058344
34746,2016-01-26,0.014657
34746,2016-01-27,0.012475
34746,2016-01-28,0.009728
34746,2016-01-29,0.014772
34746,2016-02-01,-0.003165
34746,2016-02-02,-0.026667
34746,2016-02-03,0.001957
34746,2016-02-04,0.011068
34746,2016-02-05,-0.012878
34746,2016-02-08,-0.034573
34746,2016-02-09,0.002027
34746,2016-02-10,-0.011126
34746,2016-02-11,-0.049437
34746,2016-02-12,0.066715
34746,2016-02-16,0.047747
34746,2016-02-17,-0.010911
34746,2016-02-18,-0.016872
34746,2016-02-19,0.008581
34746,2016-02-22,0.025524
34746,2016-02-23,-0.036375
34746,2016-02-24,-0.003311
34746,2016-02-25,0.016611
34746,2016-02-26,0.024837
34746,2016-02-29,-0.026786
34746,2016-03-01,0.058978
34746,2016-03-02,0.020421
34746,2016-03-03,0.022438
34746,2016-03-04,0.016014
34746,2016-03-07,-0.005254
34746,2016-03-08,-0.024061
34746,2016-03-09,-0.001804
34746,2016-03-10,0.015663
34746,2016-03-11,0.032028
34746,2016-03-14,-0.006322
34746,2016-03-15,-0.005784
34746,2016-03-16,-0.020361
34746,2016-03-17,0.008314
34746,2016-03-18,0.022379
34746,2016-03-21,0.000576
34746,2016-03-22,0.000576
34746,2016-03-23,-0.009781
34746,2016-03-24,-0.006392
34746,2016-03-28,-0.000585
34746,2016-03-29,-0.015214
34746,2016-03-30,0.01018
34746,2016-03-31,-0.01067
34746,2016-04-01,0.006591
34746,2016-04-04,-0.002976
34746,2016-04-05,-0.018507
34746,2016-04-06,0.003041
34746,2016-04-07,-0.021831
34746,2016-04-08,0.010539
34746,2016-04-11,0.007976
34746,2016-04-12,0.01339
34746,2016-04-13,0.045646
34746,2016-04-14,0.01838
34746,2016-04-15,-0.003384
34746,2016-04-18,0.001698
34746,2016-04-19,0.023164
34746,2016-04-20,0.015461
34746,2016-04-21,0.007613
34746,2016-04-22,0.004857
34746,2016-04-25,-0.004834
34746,2016-04-26,0.011873
34746,2016-04-27,-0.001067
34746,2016-04-28,-0.012814
34746,2016-04-29,-0.009735
34746,2016-05-02,0.007646
34746,2016-05-03,-0.022764
34746,2016-05-04,-0.027177
34746,2016-05-05,-0.002851
34746,2016-05-06,-0.000572
34746,2016-05-09,-0.008581
34746,2016-05-10,0.023081
34746,2016-05-11,-0.004512
34746,2016-05-12,-0.005666
34746,2016-05-13,-0.022792
34746,2016-05-16,0.026239
34746,2016-05-17,-0.006818
34746,2016-05-18,0.045767
34746,2016-05-19,-0.007659
34746,2016-05-20,0.007718
34746,2016-05-23,-0.008206
34746,2016-05-24,0.013238
34746,2016-05-25,0.024496
34746,2016-05-26,-0.01169
34746,2016-05-27,0.013441
34746,2016-05-31,0.001061
34746,2016-06-01,0.007949
34746,2016-06-02,0.014721
34746,2016-06-03,-0.02487
34746,2016-06-06,0.020191
34746,2016-06-07,-0.010417
34746,2016-06-08,-0.001053
34746,2016-06-09,-0.013172
34746,2016-06-10,-0.010678
34746,2016-06-13,-0.011333
34746,2016-06-14,-0.026747
34746,2016-06-15,0.011217
34746,2016-06-16,-0.009429
34746,2016-06-17,0.019597
34746,2016-06-20,0.010434
34746,2016-06-21,0.000543
34746,2016-06-22,0.00163
34746,2016-06-23,0.036334
34746,2016-06-24,-0.084249
34746,2016-06-27,-0.070857
34746,2016-06-28,0.031365
34746,2016-06-29,0.028846
34746,2016-06-30,0.027453
34746,2016-07-01,-0.009096
34746,2016-07-05,-0.041882
34746,2016-07-06,0.004192
34746,2016-07-07,0.010733
34746,2016-07-08,0.017699
34746,2016-07-11,0.009855
34746,2016-07-12,0.02698
34746,2016-07-13,0.002795
34746,2016-07-14,0.027871
34746,2016-07-15,0.005423
34746,2016-07-18,-0.005933
34746,2016-07-19,-0.001085
34746,2016-07-20,-0.001086
34746,2016-07-21,-0.007069
34746,2016-07-22,0.00931
34746,2016-07-25,-0.000543
34746,2016-07-26,0.013029
34746,2016-07-27,-0.000536
34746,2016-07-28,0.014477
34746,2016-07-29,0.003171
34746,2016-08-01,-0.010537
34746,2016-08-02,-0.01065
34746,2016-08-03,0.020452
34746,2016-08-04,-0.004747
34746,2016-08-05,0.037096
34746,2016-08-08,-0.008687
34746,2016-08-09,0
34746,2016-08-10,-0.015979
34746,2016-08-11,0.007857
34746,2016-08-12,-0.006757
34746,2016-08-15,0.017792
34746,2016-08-16,-0.002057
34746,2016-08-17,0.005667
34746,2016-08-18,0.003074
34746,2016-08-19,0.000511
