gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,atq,cshoq,dlttq,lctq,costat,prccq
1300,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,45357,781.707,5661,15432,A,104.31
1300,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,46412,781.762,5562,15574,A,101.97
1300,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,46625,770.691,5599,16367,A,94.69
1300,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,49316,770.4,5554,18371,A,103.57
1300,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,50365,762.115,9700,15659,A,112.05
1300,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,51181,760.875,9607,15911,A,116.32
1300,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,53556,762.125,9608,18213,A,116.59
1300,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,54146,760.8,12182,16331,A,115.85
1300,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,54779,762.338,11181,17281,A,124.87
1300,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,55668,760.569,11329,17981,A,133.29
1300,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,56768,761.823,11453,18225,A,141.74
1300,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,59387,750.9,12573,18861,A,153.36
1440,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,60038,489.929,16778,7128,A,56.25
1440,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,60938,490.548,17761,6650,A,52.97
1440,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,61099,490.804,17600,7058,A,56.86
1440,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,61683.1,491.053,17988.2,7108.5,A,58.27
1440,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,62486.5,491.243,17749.3,7221.9,A,66.4
1440,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,63317.1,491.663,17537.4,7869.9,A,70.09
1440,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,61442,491.709,17319.9,7779.4,A,64.21
1440,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,63467.7,491.712,17620.5,9498,A,62.96
1440,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,61728.3,491.712,16722.2,7914.5,A,67.13
1440,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,62739.1,491.837,16796.9,8392.2,A,69.47
1440,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,63964.9,491.842,18362.4,7322,A,70.24
1440,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,64729.1,492.006,19658.4,8271.3,A,73.57
1447,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,154684,1016,54712,,A,78.12
1447,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,157152,1002,52740,,A,77.72
1447,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,154216,985,48653,,A,74.13
1447,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,161184,969,41247,,A,69.55
1447,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,158816,951,47311,,A,61.4
1447,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,159642,925,50649,,A,60.76
1447,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,153377,917,44894,,A,64.04
1447,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,158893,904,31266,,A,74.08
1447,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,161385,895,51647,,A,79.11
1447,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,166997,885,51945,,A,84.24
1447,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,168577,871,48762,,A,90.46
1447,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,181159,859,43870,,A,99.31
1487,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,520701,1347.077,31999,,A,54.79
1487,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,509987,1307.449,30360,,A,61.82
1487,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,501985,1246.795,30719,,A,56.82
1487,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,496943,1193.917,29350,,A,61.97
1487,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,502777,1130.738,31952,,A,54.05
1487,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,510349,1082.689,33329,,A,52.89
1487,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,514568,1042.889,32277,,A,59.34
1487,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,498264,995.336,30177,,A,65.31
1487,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,500162,942.48,30747,,A,62.43
1487,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,499762,903.393,31812,,A,62.52
1487,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,503073,898.88,31039,,A,61.39
1487,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,498301,899.045,31450,,A,59.58
1690,2015-03-31,2015,2,INDL,C,D,STD,USD,2015Q1,2015Q2,261194,5762.278,40072,58729,A,124.43
1690,2015-06-30,2015,3,INDL,C,D,STD,USD,2015Q2,2015Q3,273151,5705.4,47419,65285,A,125.425
1690,2015-09-30,2015,4,INDL,C,D,STD,USD,2015Q3,2015Q4,290479,5578.753,53463,80610,A,110.3
1690,2015-12-31,2016,1,INDL,C,D,STD,USD,2015Q4,2016Q1,293284,5544.487,53204,76092,A,105.26
1690,2016-03-31,2016,2,INDL,C,D,STD,USD,2016Q1,2016Q2,305277,5478.446,69374,68265,A,108.99
1690,2016-06-30,2016,3,INDL,C,D,STD,USD,2016Q2,2016Q3,305602,5393.165,68939,71486,A,95.6
1690,2016-09-30,2016,4,INDL,C,D,STD,USD,2016Q3,2016Q4,321686,5336.166,75427,79006,A,113.05
1690,2016-12-31,2017,1,INDL,C,D,STD,USD,2016Q4,2017Q1,331141,5255.423,73557,84130,A,115.82
1690,2017-03-31,2017,2,INDL,C,D,STD,USD,2017Q1,2017Q2,334532,5205.815,84531,73342,A,143.66
1690,2017-06-30,2017,3,INDL,C,D,STD,USD,2017Q2,2017Q3,345173,5169.782,89864,81302,A,144.02
1690,2017-09-30,2017,4,INDL,C,D,STD,USD,2017Q3,2017Q4,375319,5126.201,97207,100814,A,154.12
1690,2017-12-31,2018,1,INDL,C,D,STD,USD,2017Q4,2018Q1,406794,5081.651,103922,115788,A,169.23
1837,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,14138,119.927,3524,2371,A,49.65
1837,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,13835,120.082,3452,2047,A,46.56
1837,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,14206,120.249,3150,2802,A,61.04
1837,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,14754,120.377,3275,3000,A,63.81
1837,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,14336,120.679,3273,2489,A,65.14
1837,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,14488,120.742,3709,2205,A,65.97
1837,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,21185,,5272,2321,A,
1837,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,21853,,5259,2918,A,
1837,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,21683,,5246,2585,A,
1837,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,21809,,5677,2235,A,
1837,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,22190,,5862,2392,A,
1837,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,22987,,5891,3401,A,
2019,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,399088,1121.512,20401,,A,40.24
2019,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,395254,1106.518,20375,,A,41.97
2019,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,377371,1092.953,21430,,A,39.15
2019,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,393780,1085.343,21547,,A,41.22
2019,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,372870,1077.083,21686,,A,36.83
2019,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,372351,1067.674,23573,,A,38.85
2019,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,374114,1057.337,24374,,A,39.88
2019,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,333469,1047.488,24463,,A,47.38
2019,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,337536,1039.877,26346,,A,47.23
2019,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,354815,1033.156,27699,,A,51.02
2019,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,354397,1024.022,28408,,A,53.02
2019,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,371758,1013.442,27979,,A,53.86
2086,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,24861,543.85,7680,6074,A,68.5
2086,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,30015,545.2,12054,6312,A,69.93
2086,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,20172,546.819,3791,5981,A,32.85
2086,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,20975,547.655,3935,5750,A,38.15
2086,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,17350,551.223,2068,3823,A,41.08
2086,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,15982,542.362,2094,3723,A,45.22
2086,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,15795,543.913,2834,2606,A,47.6
2086,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,15546,539.605,2779,2744,A,44.34
2086,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,15659,542.711,2784,2438,A,51.86
2086,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,16963,544.581,3454,2558,A,60.54
2086,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,17541,544.625,3495,2662,A,62.75
2086,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,17111,541.477,3509,2821,A,64.64
2111,2015-03-31,2015,2,INDL,C,D,STD,USD,2015Q1,2015Q2,28293,209.386,12128,4497,A,143.59
2111,2015-06-30,2015,3,INDL,C,D,STD,USD,2015Q2,2015Q3,27079,210.254,11366,4517,A,141.65
2111,2015-09-30,2015,4,INDL,C,D,STD,USD,2015Q3,2015Q4,26820,210.696,11370,4386,A,132.66
2111,2015-12-31,2016,1,INDL,C,D,STD,USD,2015Q4,2016Q1,26046,211.817,10858,4529,A,154.09
2111,2016-03-31,2016,2,INDL,C,D,STD,USD,2016Q1,2016Q2,26236,212.202,10863,4380,A,151.82
2111,2016-06-30,2016,3,INDL,C,D,STD,USD,2016Q2,2016Q3,26016,212.926,10560,4219,A,169.59
2111,2016-09-30,2016,4,INDL,C,D,STD,USD,2016Q3,2016Q4,25586,213.291,10550,4400,A,179.73
2111,2016-12-31,2017,1,INDL,C,D,STD,USD,2016Q4,2017Q1,24318,212.825,9044,4570,A,165.55
2111,2017-03-31,2017,2,INDL,C,D,STD,USD,2017Q1,2017Q2,24121,213.305,9082,4018,A,183.44
2111,2017-06-30,2017,3,INDL,C,D,STD,USD,2017Q2,2017Q3,37166,227.565,18563,3273,A,195.11
2111,2017-09-30,2017,4,INDL,C,D,STD,USD,2017Q3,2017Q4,37734,227.942,18667,3342,A,195.95
2111,2017-12-31,2018,1,INDL,C,D,STD,USD,2017Q4,2018Q1,55363,266.242,22095,4895,A,214.06
2136,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,235790,4078.487,108949,28713,A,48.63
2136,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,240753,4065.691,109465,30645,A,46.61
2136,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,242073,4068.873,105060,34492,A,43.51
2136,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,244640,4073.175,103705,35052,A,46.22
2136,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,244587,4076.288,103615,33312,A,54.08
2136,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,231870,4076.302,92922,34408,A,55.84
2136,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,239498,4076.634,102739,30298,A,51.98
2136,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,244180,4076.684,105433,30340,A,53.38
2136,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,246731,4079.369,112839,26664,A,48.75
2136,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,252978,4079.408,116390,27758,A,44.66
2136,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,254682,4079.441,115317,28930,A,49.49
2136,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,257143,4079.476,113642,33037,A,52.93
2176,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,531076,2464.473,81877,,A,144.32
2176,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,540774,2464.785,82476,,A,136.11
2176,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,545468,2465.033,83002,,A,130.4
2176,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,552257,2465.09,77472,,A,132.04
2176,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,586315,2465.488,98974,,A,141.88
2176,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,592816,2465.72,99241,,A,144.79
2176,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,604038,2466.047,99779,,A,144.47
2176,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,620854,2466.481,91388,,A,162.98
2176,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,654451,2466.839,101821,,A,166.68
2176,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,665590,2466.905,100257,,A,169.37
2176,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,681554,2467.075,99671,,A,183.32
2176,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,702095,2467.269,84526,,A,198.22
2410,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,282411,3041.57,49193,60771,A,39.11
2410,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,285431,3053.154,47994,65367,A,39.96
2410,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,273299,3058.327,48423,58163,A,30.56
2410,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,261832,3068.732,46224,54724,A,31.26
2410,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,258848,3105.976,49572,51613,A,30.18
2410,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,263136,3129.526,50607,58210,A,35.51
2410,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,262216,3152.164,53308,55041,A,35.16
2410,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,263316,3239.832,51666,58354,A,37.38
2410,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,264959,3277.421,54472,56126,A,34.52
2410,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,263115,3289.761,55619,54842,A,34.65
2410,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,271489,3299.609,56893,59566,A,38.43
2410,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,276515,3302.888,55491,64726,A,42.03
2504,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,2131.5,49.918,221.6,863.3,A,23.21
2504,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,2163.6,49.934,244.6,919,A,19.99
2504,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,2097.9,49.934,244.1,917.7,A,11.9
2504,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,2143.2,49.9,235.5,970.5,A,11.05
2504,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,2265.1,50.058,388.2,945.5,A,7.7
2504,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,2241.6,50.082,408.8,883.9,A,7.28
2504,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,2176.1,50.083,201.2,1067.9,A,9.74
2504,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,2021.6,50.1,194,981.6,A,14.95
2504,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,1962.3,50.407,195.1,938.8,A,13.95
2504,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,2318.9,50.47,629.8,886,A,12.8
2504,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,2296.9,50.473,631.5,921.5,A,8.5
2504,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,2542.4,50.5,633.9,971.6,A,8.15
2620,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,113698,136.331,8856,,A,
2620,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,114266,136.331,8852,,A,
2620,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,115157,136.331,11357,,A,
2620,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,116206,136.331,12349,,A,
2620,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,120909,136.331,11843,,A,
2620,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,117156,136.331,10445,,A,
2620,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,151099,144.322,11427,,A,
2620,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,148144,144.322,11410,,A,
2620,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,149678,144.322,11333,,A,
2620,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,150556,144.322,10556,,A,
2620,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,154852,147.59,11419,,A,
2620,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,154550,147.59,12162,,A,
2663,2015-01-31,2015,2,INDL,C,D,STD,USD,2014Q4,2015Q2,7903,312,2253,2850,A,45.74
2663,2015-04-30,2015,3,INDL,C,D,STD,USD,2015Q1,2015Q3,7759,311,2553,2323,A,44.71
2663,2015-07-31,2015,4,INDL,C,D,STD,USD,2015Q2,2015Q4,8089,310,2552,2806,A,49.31
2663,2015-10-31,2016,1,INDL,C,D,STD,USD,2015Q3,2016Q1,8304,310,2551,2904,A,50.79
2663,2016-01-31,2016,2,INDL,C,D,STD,USD,2015Q4,2016Q2,8079,309,2551,2566,A,56.41
2663,2016-04-30,2016,3,INDL,C,D,STD,USD,2016Q1,2016Q3,8081,309,2552,2377,A,61.71
2663,2016-07-31,2016,4,INDL,C,D,STD,USD,2016Q2,2016Q4,7837,308,2314,2555,A,62.27
2663,2016-10-31,2017,1,INDL,C,D,STD,USD,2016Q3,2017Q1,8039,307,2298,2760,A,54.34
2663,2017-01-31,2017,2,INDL,C,D,STD,USD,2016Q4,2017Q2,7570,305,2293,2436,A,62.23
2663,2017-04-30,2017,3,INDL,C,D,STD,USD,2017Q1,2017Q3,7451,304,2270,2352,A,57.54
2663,2017-07-31,2017,4,INDL,C,D,STD,USD,2017Q2,2017Q4,7726,301,2499,2395,A,52.83
2663,2017-10-31,2018,1,INDL,C,D,STD,USD,2017Q3,2018Q1,7746,301,2269,2583,A,47.37
2817,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,82490,603.644,26803,26566,A,80.03
2817,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,82242,602.633,27445,25606,A,84.82
2817,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,78969,582.234,25208,25833,A,65.36
2817,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,78497,582.322,25247,26303,A,67.96
2817,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,78307,583.869,24470,26215,A,76.54
2817,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,78300,584.231,23980,27183,A,75.81
2817,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,76402,585.073,23622,25290,A,88.77
2817,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,74704,586.486,22818,26132,A,92.74
2817,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,77549,589.091,23725,27635,A,92.76
2817,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,78510,590.973,23815,28133,A,107.46
2817,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,78560,594.934,24835,25903,A,124.71
2817,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,76962,597.626,23847,26931,A,157.58
2884,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,49520,565.53,20254,3579,A,34.55
2884,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,48977,562.999,18834,4797,A,29.38
2884,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,48754,554.09,18504,5547,A,25.12
2884,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,47604,543.8,18722,4604,A,25.16
2884,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,47517,546.164,19508,3826,A,31.96
2884,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,47118,545.924,18165,4842,A,29.01
2884,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,46796,546.69,18184,4733,A,27.43
2884,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,47017,546.545,18185,5349,A,23.78
2884,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,46602,548.845,18180,5096,A,23.57
2884,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,50925,549.743,24881,3243,A,23.88
2884,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,50536,549.654,24854,3266,A,18.9
2884,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,75611,1069.169,37283,4857,A,16.68
2968,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,2577148,3711.087,309643,,A,60.58
2968,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,2449599,3698.067,316754,,A,67.76
2968,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,2417121,3681.13,320119,,A,60.97
2968,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,2351698,3663.475,309756,,A,66.03
2968,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,2423808,3656.659,310457,,A,59.22
2968,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,2466096,3611.982,315572,,A,62.14
2968,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,2521029,3578.264,333897,,A,66.59
2968,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,2490972,3561.19,317950,,A,86.29
2968,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,2546290,3552.804,313834,,A,87.84
2968,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,2563174,3518.964,323909,,A,91.4
2968,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,2563074,3469.726,318301,,A,95.51
2968,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,2533600,3425.3,311696,,A,106.94
2991,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,269604,1880.478,30025,29445,A,104.98
2991,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,266455,1881.735,29289,28268,A,96.47
2991,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,268449,1882.037,29296,30144,A,78.88
2991,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,266103,1882.814,33664,26464,A,89.96
2991,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,263842,1884.703,32709,29162,A,95.4
2991,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,261478,1886.52,39555,24927,A,104.83
2991,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,259863,1887.769,39528,24744,A,102.92
2991,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,260078,1891.507,35286,31785,A,117.7
2991,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,259111,1894.557,36959,28426,A,107.37
2991,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,254599,1895.003,34082,27956,A,104.33
2991,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,255160,1899.374,34075,28223,A,117.5
2991,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,253806,1904.702,33571,27737,A,125.19
3026,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,4344.7,130.642,703.5,1050.4,A,85.42
3026,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,4228.2,130.802,700.1,885.5,A,81.13
3026,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,4217.8,130.993,706,783,A,83.9
3026,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,4256.9,129.954,787.6,872.7,A,84.88
