gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,atq,cshoq,dlttq,lctq,costat,prccq
179657,2015-12-31,2016,1,INDL,C,D,STD,USD,2015Q4,2016Q1,1842.8,63,612.9,355,A,29.63
179657,2016-03-31,2016,2,INDL,C,D,STD,USD,2016Q1,2016Q2,1991,63,700,377.5,A,29.95
179657,2016-06-30,2016,3,INDL,C,D,STD,USD,2016Q2,2016Q3,1939.7,63,624.6,401.1,A,30.04
179657,2016-09-30,2016,4,INDL,C,D,STD,USD,2016Q3,2016Q4,1960.9,63,596.3,433.7,A,31.64
179657,2016-12-31,2017,1,INDL,C,D,STD,USD,2016Q4,2017Q1,1877.7,63.7,637.9,385.2,A,38.35
179657,2017-03-31,2017,2,INDL,C,D,STD,USD,2017Q1,2017Q2,1893.2,63.3,606.4,409.1,A,35.85
179657,2017-06-30,2017,3,INDL,C,D,STD,USD,2017Q2,2017Q3,1954.1,63,578.4,437.7,A,36.1
179657,2017-09-30,2017,4,INDL,C,D,STD,USD,2017Q3,2017Q4,1956.5,63.1,446.9,511.7,A,38.85
179657,2017-12-31,2018,1,INDL,C,D,STD,USD,2017Q4,2018Q1,2009.1,63.1,477,522,A,44.7
209382,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,104550,5153.375,26457,10026,A,5.65
209382,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,107348,5153.375,27435,10359,A,5.89
209382,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,99025,5153.375,26248,10226,A,4.2
209382,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,88492,5153.375,26689,10545,A,3.29
209382,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,95272,5153.375,28717,11399,A,4.21
209382,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,100970,5153.375,29278,11546,A,5.06
209382,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,102087,5153.375,29926,10847,A,5.5
209382,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,99014,5153.375,28437,11232,A,7.62
209382,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,103008,5153.375,28369,11825,A,9.5
209382,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,98305,5153.375,26964,10582,A,8.75
209382,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,102092,5217.652,25252,10717,A,10.07
209382,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,99184,5197.432,22019,13114,A,12.23
212340,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,17678.3,196.734,78.7,4865,I,239.29
212340,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,17030.5,196.9,73.9,4315.1,I,241.49
212340,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,17453.6,196.967,70.7,4264.5,I,205.23
212340,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,16609.8,197.133,69.9,3706.1,I,205
212340,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,24055.3,197.367,4654,4346.6,I,171.9
212340,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,70720.5,299.267,21312.1,6854.8,I,184.08
212340,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,69751.3,300.6,20988.9,7110.9,I,193.86
212340,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,67035.4,301.067,19899.8,7743.3,I,170.38
212340,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,66160.1,301.9,19495.9,7010.4,I,174.23
212340,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,67190.9,302.3,18355.1,7436.5,I,165.27
212340,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,67476.5,302.5,17956,7461.1,I,153.14
212340,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,67756.9,302.9,16752.4,7882,I,155.12
241216,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,,,,,I,67.81
241216,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,20925,458.297,3271,7143,I,81.61
241216,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,,,,,I,63.78
241216,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,18977,458.921,3183,5661,I,78.73
241216,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,,,,,I,82.82
241216,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,21493,458.921,3262,8147,I,76.79
241216,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,,,,,I,87.6
241216,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,19068,461.102,2854,6267,I,79.05
241216,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,,,,,I,88.5
241216,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,22173,461.102,2725,8770,I,92.65
241216,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,,,,,I,92.06
241216,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,20333,461.913,2860,6718,I,92.84
241637,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,,,,,A,121.91
241637,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,138355,1599.242,44067,25866,A,120.67
241637,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,,,,,A,106.32
241637,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,134635,1606.342,43541,28456,A,125
241637,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,,1606.342,,,A,124.66
241637,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,191129,1607.742,101045,35347,A,131.68
241637,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,,1607.742,,,A,131.41
241637,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,258381,1933.702,113941,40116,A,105.44
241637,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,,1933.702,,,A,109.76
241637,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,251937,1933.702,108280,36986,A,110.36
241637,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,,1933.702,,,A,119.3
241637,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,246126,1933.7,108949,36211,A,111.56
252940,2015-03-31,2014,4,INDL,C,D,STD,USD,2015Q1,2014Q4,2385376.515,14017.839,183460.394,,A,6.22
252940,2015-06-30,2015,1,INDL,C,D,STD,USD,2015Q2,2015Q1,2334082.959,13907.534,179570.073,,A,7.22
252940,2015-09-30,2015,2,INDL,C,D,STD,USD,2015Q3,2015Q2,2413530.005,13910.328,185150.179,,A,6.09
252940,2015-12-31,2015,3,INDL,C,D,STD,USD,2015Q4,2015Q3,2459276.445,13788.607,191762.168,,A,6.22
252940,2016-03-31,2015,4,INDL,C,D,STD,USD,2016Q1,2015Q4,2653468.234,13788.598,192784.372,,A,4.59
252940,2016-06-30,2016,1,INDL,C,D,STD,USD,2016Q2,2016Q1,2901566.53,13580.591,203775.44,,A,4.43
252940,2016-09-30,2016,2,INDL,C,D,STD,USD,2016Q3,2016Q2,2901661.833,13583.586,225537.092,,A,5.05
252940,2016-12-31,2016,3,INDL,C,D,STD,USD,2016Q4,2016Q3,2586542.894,13429.631,219398.261,,A,6.16
252940,2017-03-31,2016,4,INDL,C,D,STD,USD,2017Q1,2016Q4,2722353.78,13429.944,241134.298,,A,6.34
252940,2017-06-30,2017,1,INDL,C,D,STD,USD,2017Q2,2017Q1,,,,,A,6.75
252940,2017-09-30,2017,2,INDL,C,D,STD,USD,2017Q3,2017Q2,2666912.107,13289.784,267516.335,,A,6.44
252940,2017-12-31,2017,3,INDL,C,D,STD,USD,2017Q4,2017Q3,,,,,A,7.27
